id,keywords
11115,"[{'id': 271, 'name': 'competition'}, {'id': 383, 'name': 'poker'}, {'id': 550, 'name': 'callgirl'}, {'id': 1310, 'name': 'mentor'}, {'id': 2062, 'name': 'restart'}, {'id': 2246, 'name': 'confidence'}, {'id': 3090, 'name': 'loser'}, {'id': 6274, 'name': 'learning and teaching'}, {'id': 7496, 'name': 'gain'}, {'id': 8829, 'name': 'turnier'}, {'id': 10183, 'name': 'independent film'}, {'id': 10594, 'name': 'money'}, {'id': 33625, 'name': 'illegal prostitution'}]"
11137,"[{'id': 1308, 'name': 'secret identity'}, {'id': 2024, 'name': 'wisconsin'}, {'id': 3071, 'name': 'prince'}, {'id': 3616, 'name': 'college'}, {'id': 3933, 'name': 'modesty'}, {'id': 9799, 'name': 'romantic comedy'}, {'id': 12105, 'name': 'student'}, {'id': 13072, 'name': 'falling in love'}, {'id': 187056, 'name': 'woman director'}, {'id': 206298, 'name': 'young adult'}]"
11139,"[{'id': 629, 'name': 'sicily'}, {'id': 4402, 'name': 'peasant'}, {'id': 5779, 'name': 'daydream'}, {'id': 6255, 'name': 'insanity'}, {'id': 6719, 'name': 'montreal'}, {'id': 13072, 'name': 'falling in love'}, {'id': 41410, 'name': 'madness'}, {'id': 155294, 'name': 'family conflict'}, {'id': 199526, 'name': 'psychiatric'}]"
11161,"[{'id': 455, 'name': 'farewell'}, {'id': 1014, 'name': 'loss of lover'}, {'id': 3658, 'name': 'career'}, {'id': 4595, 'name': 'u.s. army'}, {'id': 6203, 'name': 'loss'}, {'id': 6256, 'name': 'truth'}, {'id': 10183, 'name': 'independent film'}, {'id': 13056, 'name': 'loss of wife'}, {'id': 15087, 'name': 'iraq war'}]"
11163,"[{'id': 5049, 'name': 'ancient rome'}, {'id': 9144, 'name': 'kaiser nero'}, {'id': 13027, 'name': 'wedding'}, {'id': 210728, 'name': 'roman bath'}]"
11185,"[{'id': 1643, 'name': 'deafness'}, {'id': 1741, 'name': 'blindness and impaired vision'}, {'id': 2619, 'name': 'suspicion of murder'}, {'id': 3581, 'name': 'witness'}, {'id': 6054, 'name': 'friendship'}, {'id': 9826, 'name': 'murder'}, {'id': 164092, 'name': 'blindness'}]"
11212,"[{'id': 1009, 'name': 'baby'}, {'id': 160488, 'name': 'hoodlum'}, {'id': 196581, 'name': 'lost child'}]"
11220,"[{'id': 395, 'name': 'gambling'}, {'id': 782, 'name': 'assassin'}, {'id': 1010, 'name': 'bar'}, {'id': 2708, 'name': 'hitman'}, {'id': 3307, 'name': 'surreal'}, {'id': 3851, 'name': 'dangerous'}, {'id': 4552, 'name': 'beer'}, {'id': 9673, 'name': 'love'}, {'id': 11732, 'name': 'cigarette smoking'}, {'id': 12354, 'name': 'hong kong'}, {'id': 13017, 'name': 'drifter'}, {'id': 14677, 'name': 'bullet wound'}, {'id': 14828, 'name': 'city'}, {'id': 15127, 'name': 'killer'}, {'id': 197582, 'name': 'mysterious'}, {'id': 201125, 'name': 'detached'}]"
11228,"[{'id': 444, 'name': 'taxi'}, {'id': 586, 'name': 'new jersey'}, {'id': 720, 'name': 'helicopter'}, {'id': 1261, 'name': 'river'}, {'id': 1701, 'name': 'hero'}, {'id': 1749, 'name': 'taxi driver'}, {'id': 4776, 'name': 'race against time'}, {'id': 5369, 'name': 'guard'}, {'id': 10349, 'name': 'survival'}, {'id': 10617, 'name': 'disaster'}, {'id': 14512, 'name': 'new york city'}, {'id': 14601, 'name': 'explosion'}, {'id': 14755, 'name': 'power outage'}, {'id': 15162, 'name': 'dog'}, {'id': 18029, 'name': 'trapped'}, {'id': 173272, 'name': 'flood'}, {'id': 189102, 'name': 'tunnel'}, {'id': 207317, 'name': 'christmas'}, {'id': 207528, 'name': 'trapped underground'}, {'id': 219404, 'name': 'action hero'}]"
11297,"[{'id': 83, 'name': 'saving the world'}, {'id': 6968, 'name': 'space invasion'}, {'id': 9184, 'name': 'mondfinsternis'}, {'id': 9951, 'name': 'alien'}, {'id': 209992, 'name': 'japanese cyberpunk'}]"
11304,"[{'id': 321, 'name': 'terror'}, {'id': 2733, 'name': 'firemen'}, {'id': 5597, 'name': 'war on terror'}]"
11331,"[{'id': 658, 'name': 'sea'}, {'id': 701, 'name': 'cuba'}, {'id': 2422, 'name': 'mockery'}, {'id': 2763, 'name': 'human vs nature'}, {'id': 5420, 'name': 'fisherman'}]"
11340,"[{'id': 2879, 'name': 'aggression'}, {'id': 6220, 'name': 'mafia boss'}]"
11349,"[{'id': 351, 'name': 'poison'}, {'id': 1415, 'name': 'small town'}, {'id': 1422, 'name': 'boat'}, {'id': 1591, 'name': 'ex-detainee'}, {'id': 6259, 'name': 'psychopath'}, {'id': 10909, 'name': 'lawyer'}, {'id': 14659, 'name': 'girl'}, {'id': 15162, 'name': 'dog'}, {'id': 18035, 'name': 'family'}, {'id': 165271, 'name': 'listening to the radio'}]"
11354,"[{'id': 572, 'name': 'sex'}, {'id': 2251, 'name': 'lie'}, {'id': 3616, 'name': 'college'}, {'id': 3739, 'name': 'funeral'}, {'id': 6054, 'name': 'friendship'}, {'id': 9872, 'name': 'grief'}, {'id': 10226, 'name': 'neighbor'}, {'id': 10776, 'name': 'marijuana'}, {'id': 18047, 'name': 'anger'}, {'id': 33457, 'name': 'alcoholic'}, {'id': 40879, 'name': 'drunk'}, {'id': 187844, 'name': 'flashback'}, {'id': 208344, 'name': 'dysfunctional'}]"
11360,"[{'id': 291, 'name': 'circus'}, {'id': 456, 'name': 'mother'}, {'id': 1566, 'name': 'dream'}, {'id': 2161, 'name': 'mouse'}, {'id': 2857, 'name': 'elephant'}, {'id': 3030, 'name': 'nightmare'}, {'id': 3032, 'name': 'suffering'}, {'id': 3199, 'name': 'clown'}, {'id': 4075, 'name': 'ear'}, {'id': 4344, 'name': 'musical'}, {'id': 4639, 'name': 'crow'}, {'id': 5608, 'name': 'affection'}, {'id': 9207, 'name': 'storch'}, {'id': 10336, 'name': 'animation'}, {'id': 33429, 'name': 'big ears'}]"
11370,"[{'id': 1465, 'name': 'loss of family'}, {'id': 2011, 'name': 'queen'}, {'id': 3720, 'name': 'power'}, {'id': 3997, 'name': 'power takeover'}, {'id': 4152, 'name': 'kingdom'}, {'id': 9920, 'name': 'royalty'}, {'id': 14577, 'name': 'musketeer'}, {'id': 217324, 'name': 'murder hunt'}]"
11386,"[{'id': 108, 'name': 'transvestism'}, {'id': 237, 'name': 'gay'}, {'id': 1562, 'name': 'hostage'}, {'id': 2038, 'name': ""love of one's life""}, {'id': 7005, 'name': 'northern ireland'}, {'id': 10180, 'name': 'homosexuality'}, {'id': 10199, 'name': 'gay interest'}, {'id': 10791, 'name': 'teenage crush'}, {'id': 13065, 'name': 'soldier'}, {'id': 165259, 'name': 'political unrest'}]"
11390,"[{'id': 4268, 'name': 'fort'}, {'id': 6956, 'name': 'treasure hunt'}, {'id': 8207, 'name': 'crook'}, {'id': 183570, 'name': 'danish'}, {'id': 192743, 'name': 'the olsen gang'}]"
11401,"[{'id': 2570, 'name': 'rock star'}, {'id': 5540, 'name': 'heavy metal'}, {'id': 5718, 'name': 'recording studio'}, {'id': 11268, 'name': 'psychologist'}, {'id': 11933, 'name': 'conflict'}, {'id': 41591, 'name': 'music band'}]"
11428,"[{'id': 627, 'name': 'killing'}, {'id': 818, 'name': 'based on novel'}, {'id': 4553, 'name': 'black humor'}, {'id': 33841, 'name': 'incest'}, {'id': 160131, 'name': 'morphing'}]"
11442,"[{'id': 1155, 'name': 'brother sister relationship'}, {'id': 6139, 'name': 'innocence'}, {'id': 10714, 'name': 'serial killer'}, {'id': 179565, 'name': 'michael myers'}]"
11445,"[{'id': 392, 'name': 'england'}, {'id': 6038, 'name': 'marriage'}, {'id': 7100, 'name': ""neglect of one's spouse""}, {'id': 12996, 'name': 'dogme 95'}, {'id': 166113, 'name': 'marriage problems'}, {'id': 187056, 'name': 'woman director'}]"
11454,"[{'id': 1465, 'name': 'loss of family'}, {'id': 3877, 'name': 'covered investigation'}, {'id': 4484, 'name': 'eye'}, {'id': 4550, 'name': 'full moon'}, {'id': 5340, 'name': 'investigation'}, {'id': 6259, 'name': 'psychopath'}, {'id': 7568, 'name': 'psychoterror'}, {'id': 10714, 'name': 'serial killer'}, {'id': 18525, 'name': 'fbi agent'}]"
11458,"[{'id': 1803, 'name': 'drug addiction'}, {'id': 2134, 'name': 'press'}, {'id': 3398, 'name': 'release from prison'}, {'id': 5424, 'name': ""women's prison""}, {'id': 8508, 'name': 'party'}, {'id': 9302, 'name': 'exzess'}, {'id': 10183, 'name': 'independent film'}, {'id': 14964, 'name': 'drug'}, {'id': 34038, 'name': 'intrigue'}]"
11474,"[{'id': 542, 'name': 'street gang'}, {'id': 635, 'name': 'disc jockey'}, {'id': 2987, 'name': 'gang war'}, {'id': 3149, 'name': 'gangster boss'}, {'id': 9273, 'name': 'coney island'}, {'id': 10726, 'name': 'gang'}, {'id': 14512, 'name': 'new york city'}, {'id': 33426, 'name': 'gang member'}, {'id': 155735, 'name': 'new york subway'}, {'id': 180085, 'name': 'girl gang'}, {'id': 192913, 'name': 'warrior'}]"
11478,"[{'id': 736, 'name': 'journalist'}, {'id': 2908, 'name': 'secret society'}, {'id': 4735, 'name': 'pizza'}, {'id': 10329, 'name': 'wealth'}, {'id': 10669, 'name': 'pay phone'}, {'id': 15219, 'name': 'rooftop'}, {'id': 155793, 'name': 'attempted suicide'}, {'id': 157632, 'name': 'fraternity'}, {'id': 161837, 'name': 'foot race'}, {'id': 171083, 'name': 'ivy league'}, {'id': 171095, 'name': 'u.s. senator'}, {'id': 171100, 'name': 'dining hall'}]"
11479,"[{'id': 90, 'name': 'paris'}, {'id': 494, 'name': 'father son relationship'}, {'id': 5968, 'name': 'amazon'}, {'id': 10787, 'name': 'jungle'}, {'id': 155816, 'name': 'ex-wife'}]"
11481,"[{'id': 212, 'name': 'london england'}, {'id': 222, 'name': 'schizophrenia'}, {'id': 447, 'name': 'post traumatic stress  disorder'}, {'id': 3298, 'name': 'hallucination'}, {'id': 6432, 'name': 'rent'}, {'id': 9957, 'name': 'loneliness'}, {'id': 160059, 'name': 'psychosis'}]"
11498,"[{'id': 1453, 'name': 'amnesia'}, {'id': 3030, 'name': 'nightmare'}, {'id': 3363, 'name': 'hypnosis'}, {'id': 9937, 'name': 'suspense'}, {'id': 40952, 'name': 'therapy'}]"
11515,"[{'id': 570, 'name': 'rape'}, {'id': 2641, 'name': 'verlies'}, {'id': 2976, 'name': 'heresy'}, {'id': 3684, 'name': 'religion and supernatural'}, {'id': 4381, 'name': 'napoleon'}, {'id': 5565, 'name': 'biography'}, {'id': 8650, 'name': 'unwillingly pregnant'}, {'id': 9304, 'name': 'muse'}]"
11518,"[{'id': 941, 'name': 'tradition'}, {'id': 1412, 'name': 'becoming an adult'}, {'id': 3691, 'name': 'forbidden love'}, {'id': 4344, 'name': 'musical'}, {'id': 9309, 'name': 'elite'}, {'id': 12974, 'name': 'principal'}, {'id': 13130, 'name': 'teenager'}, {'id': 14751, 'name': 'youth'}, {'id': 46962, 'name': 'discipline'}, {'id': 190116, 'name': 'school life'}, {'id': 193547, 'name': 'teachers and students'}]"
11532,"[{'id': 494, 'name': 'father son relationship'}, {'id': 1161, 'name': 'brazil'}, {'id': 5968, 'name': 'amazon'}, {'id': 9672, 'name': 'based on true story'}, {'id': 10787, 'name': 'jungle'}, {'id': 166103, 'name': 'amazon rainforest'}, {'id': 170865, 'name': 'child kidnapping'}, {'id': 180549, 'name': 'deforestation'}, {'id': 215162, 'name': 'indigenous peoples'}]"
11536,"[{'id': 4956, 'name': 'decision'}, {'id': 5876, 'name': 'reno'}, {'id': 8241, 'name': 'mustang'}, {'id': 13072, 'name': 'falling in love'}, {'id': 15160, 'name': 'divorce'}]"
11537,"[{'id': 5642, 'name': 'beggar'}]"
11543,"[{'id': 6075, 'name': 'sport'}, {'id': 167550, 'name': 'handicap'}, {'id': 167554, 'name': 'sexual favor'}, {'id': 167555, 'name': 'star spangled banner'}, {'id': 167556, 'name': 'bowling team'}, {'id': 167560, 'name': 'hair loss'}, {'id': 167562, 'name': 'biblical interpretation'}, {'id': 167564, 'name': 'comb over'}, {'id': 167570, 'name': 'female stripper'}, {'id': 167574, 'name': 'inflatable doll'}, {'id': 167575, 'name': 'combover'}, {'id': 167576, 'name': 'unlikely lovers'}, {'id': 167580, 'name': 'kingpin'}, {'id': 167581, 'name': 'carriage'}, {'id': 236294, 'name': 'lancaster, pa'}]"
11545,"[{'id': 3551, 'name': 'private school'}, {'id': 3568, 'name': 'lone wolf'}, {'id': 4326, 'name': 'theatre play'}, {'id': 4333, 'name': 'theatre group'}, {'id': 6521, 'name': 'theatre director'}, {'id': 10183, 'name': 'independent film'}]"
11553,"[{'id': 233, 'name': 'japan'}, {'id': 1941, 'name': 'ecstasy'}, {'id': 3627, 'name': 'techno'}, {'id': 9322, 'name': 'taiwan'}]"
11574,"[{'id': 1559, 'name': 'deputy sheriff'}, {'id': 1919, 'name': 'mayor'}, {'id': 5657, 'name': 'australia'}, {'id': 160583, 'name': 'western town'}, {'id': 185461, 'name': 'bar shootout'}]"
11598,"[{'id': 917, 'name': 'journalism'}, {'id': 1004, 'name': 'commercial'}, {'id': 2136, 'name': 'television'}, {'id': 2571, 'name': 'tv show'}, {'id': 2954, 'name': 'manipulation of the media'}, {'id': 7271, 'name': 'tv ratings'}, {'id': 8201, 'name': 'satire'}, {'id': 10582, 'name': 'television producer'}]"
11609,"[{'id': 378, 'name': 'prison'}, {'id': 514, 'name': 'spain'}, {'id': 658, 'name': 'sea'}, {'id': 6956, 'name': 'treasure hunt'}, {'id': 9335, 'name': 'royal navy'}]"
11612,"[{'id': 520, 'name': 'chicago'}, {'id': 5572, 'name': 'fistfight'}, {'id': 13142, 'name': 'gangster'}]"
11614,"[{'id': 396, 'name': 'transporter'}, {'id': 2792, 'name': 'boxer'}, {'id': 4613, 'name': 'training'}, {'id': 5572, 'name': 'fistfight'}, {'id': 13142, 'name': 'gangster'}]"
11634,"[{'id': 1192, 'name': 'sweden'}, {'id': 1415, 'name': 'small town'}, {'id': 3691, 'name': 'forbidden love'}, {'id': 6437, 'name': 'toilet'}, {'id': 9833, 'name': 'lesbian relationship'}, {'id': 10768, 'name': 'lesbian'}, {'id': 11870, 'name': 'teen movie'}, {'id': 18425, 'name': 'teenage love'}, {'id': 158718, 'name': 'lgbt'}, {'id': 163037, 'name': 'lgbt teen'}, {'id': 190116, 'name': 'school life'}]"
11667,"[{'id': 407, 'name': 'dictator'}, {'id': 779, 'name': 'martial arts'}, {'id': 1562, 'name': 'hostage'}, {'id': 5362, 'name': 'liberation of hostage'}, {'id': 7188, 'name': 'hostage-taking'}, {'id': 10076, 'name': 'street fighter'}, {'id': 15053, 'name': 'united nations'}, {'id': 41645, 'name': 'based on video game'}]"
11675,"[{'id': 387, 'name': 'california'}, {'id': 2547, 'name': 'new identity'}, {'id': 3335, 'name': 'halloween'}, {'id': 4009, 'name': 'witness protection'}, {'id': 5301, 'name': 'brother'}, {'id': 5923, 'name': 'sister'}, {'id': 6271, 'name': 'boarding school'}, {'id': 6275, 'name': 'school party'}, {'id': 6464, 'name': 'uncle'}, {'id': 11040, 'name': 'masked killer'}, {'id': 11696, 'name': 'underage drinking'}, {'id': 12974, 'name': 'principal'}, {'id': 14819, 'name': 'violence'}, {'id': 34079, 'name': 'death'}, {'id': 156075, 'name': 'evil'}, {'id': 179565, 'name': 'michael myers'}, {'id': 232798, 'name': 'seventeen'}]"
11690,"[{'id': 779, 'name': 'martial arts'}, {'id': 5565, 'name': 'biography'}, {'id': 6075, 'name': 'sport'}, {'id': 9362, 'name': 'sensei'}, {'id': 9917, 'name': 'mixed martial arts'}, {'id': 12354, 'name': 'hong kong'}]"
11697,"[{'id': 75, 'name': 'gunslinger'}, {'id': 797, 'name': 'showdown'}, {'id': 3739, 'name': 'funeral'}, {'id': 3754, 'name': 'legend'}, {'id': 4277, 'name': 'to shoot dead'}, {'id': 9503, 'name': 'outlaw'}, {'id': 10909, 'name': 'lawyer'}, {'id': 13132, 'name': 'pistol'}, {'id': 14574, 'name': 'rancher'}, {'id': 33600, 'name': 'stagecoach'}, {'id': 155291, 'name': 'cowboy'}]"
11782,"[{'id': 374, 'name': 'smuggling of arms'}, {'id': 5439, 'name': 'inspector'}, {'id': 6163, 'name': 'arms dealer'}, {'id': 12354, 'name': 'hong kong'}, {'id': 14964, 'name': 'drug'}]"
11812,"[{'id': 1253, 'name': 'roommate'}, {'id': 6038, 'name': 'marriage'}, {'id': 179430, 'name': 'aftercreditsstinger'}, {'id': 179431, 'name': 'duringcreditsstinger'}]"
11832,"[{'id': 254, 'name': 'france'}, {'id': 509, 'name': 'denmark'}, {'id': 1240, 'name': 'eating and drinking'}, {'id': 1650, 'name': 'cook'}, {'id': 173162, 'name': 'sect'}]"
11893,"[{'id': 4619, 'name': 'train accident'}, {'id': 5034, 'name': 'attempt to escape'}, {'id': 5643, 'name': 'prison warden'}, {'id': 13008, 'name': 'train'}, {'id': 156786, 'name': 'prison escape'}]"
11918,"[{'id': 2095, 'name': 'anti hero'}, {'id': 6270, 'name': 'high school'}, {'id': 9312, 'name': 'dragonfly'}, {'id': 9715, 'name': 'superhero'}, {'id': 9741, 'name': 'radioactive'}, {'id': 179431, 'name': 'duringcreditsstinger'}]"
11925,"[{'id': 255, 'name': 'male nudity'}, {'id': 2483, 'name': 'nudity'}, {'id': 8085, 'name': 'stockholm'}, {'id': 12392, 'name': 'best friend'}, {'id': 13027, 'name': 'wedding'}, {'id': 157813, 'name': 'naked'}]"
11948,"[{'id': 233, 'name': 'japan'}, {'id': 1462, 'name': 'samurai'}, {'id': 1956, 'name': 'world war ii'}, {'id': 1968, 'name': 'prisoners of war'}, {'id': 13065, 'name': 'soldier'}]"
11971,"[{'id': 497, 'name': 'shakespeare'}, {'id': 1338, 'name': 'bachelor'}, {'id': 1605, 'name': 'new love'}, {'id': 3927, 'name': 'rage and hate'}, {'id': 4320, 'name': 'lover'}, {'id': 13027, 'name': 'wedding'}, {'id': 34038, 'name': 'intrigue'}]"
11983,"[{'id': 1562, 'name': 'hostage'}, {'id': 1605, 'name': 'new love'}, {'id': 9937, 'name': 'suspense'}, {'id': 33705, 'name': 'agent'}]"
12094,"[{'id': 2820, 'name': 'wound'}, {'id': 3444, 'name': 'disgust'}, {'id': 4424, 'name': 'pain'}, {'id': 5452, 'name': 'stunts'}, {'id': 5956, 'name': 'stuntman'}, {'id': 6241, 'name': 'stupidity'}, {'id': 9517, 'name': 'bulle'}, {'id': 200234, 'name': 'shocking'}]"
12110,"[{'id': 3633, 'name': 'dracula'}, {'id': 11931, 'name': 'spoof'}]"
12115,"[{'id': 220, 'name': 'berlin'}, {'id': 549, 'name': 'prostitute'}, {'id': 1667, 'name': 'pimp'}, {'id': 3306, 'name': 'highway'}, {'id': 13072, 'name': 'falling in love'}, {'id': 33625, 'name': 'illegal prostitution'}]"
12123,"[{'id': 1812, 'name': 'fbi'}, {'id': 2528, 'name': 'hydrogen bomb'}, {'id': 3288, 'name': 'secret lab'}, {'id': 6107, 'name': 'energy supply'}, {'id': 10410, 'name': 'conspiracy'}, {'id': 179430, 'name': 'aftercreditsstinger'}]"
12133,"[{'id': 1412, 'name': 'becoming an adult'}, {'id': 4970, 'name': 'autonomy'}, {'id': 5707, 'name': 'childhood trauma'}, {'id': 6062, 'name': 'hostility'}, {'id': 7714, 'name': 'step brother'}, {'id': 8631, 'name': 'slacker'}, {'id': 14647, 'name': 'man child'}, {'id': 179430, 'name': 'aftercreditsstinger'}, {'id': 179431, 'name': 'duringcreditsstinger'}]"
12145,"[{'id': 2172, 'name': 'zoo'}, {'id': 3983, 'name': 'marketing'}, {'id': 4328, 'name': 'costume'}, {'id': 10123, 'name': 'dark comedy'}, {'id': 12094, 'name': 'business'}, {'id': 18165, 'name': 'animal'}]"
12150,"[{'id': 242, 'name': 'new york'}, {'id': 567, 'name': 'alcohol'}, {'id': 572, 'name': 'sex'}, {'id': 703, 'name': 'detective'}, {'id': 918, 'name': 'newspaper'}, {'id': 2483, 'name': 'nudity'}, {'id': 3879, 'name': 'suspect'}, {'id': 6149, 'name': 'police'}, {'id': 9826, 'name': 'murder'}, {'id': 9937, 'name': 'suspense'}, {'id': 10714, 'name': 'serial killer'}, {'id': 207268, 'name': 'neo-noir'}]"
12157,"[{'id': 1900, 'name': 'immigration'}, {'id': 4168, 'name': 'greenhouse'}, {'id': 9673, 'name': 'love'}, {'id': 155647, 'name': 'green card'}]"
12160,"[{'id': 75, 'name': 'gunslinger'}, {'id': 395, 'name': 'gambling'}, {'id': 798, 'name': 'sheriff'}, {'id': 1559, 'name': 'deputy sheriff'}, {'id': 4391, 'name': 'wretch'}, {'id': 5074, 'name': 'wyatt earp'}, {'id': 6165, 'name': 'historical figure'}, {'id': 9550, 'name': 'doc holliday'}]"
12172,"[{'id': 1445, 'name': 'ice'}]"
12197,"[{'id': 894, 'name': 'depression'}, {'id': 6027, 'name': 'music'}, {'id': 6054, 'name': 'friendship'}, {'id': 10818, 'name': 'author'}]"
12211,"[{'id': 1014, 'name': 'loss of lover'}, {'id': 3095, 'name': 'antiquary'}, {'id': 3861, 'name': 'loss of powers'}, {'id': 4959, 'name': 'death of a friend'}, {'id': 4978, 'name': 'immortality'}]"
12222,"[{'id': 2857, 'name': 'elephant'}, {'id': 10084, 'name': 'rescue'}, {'id': 10787, 'name': 'jungle'}]"
12224,"[{'id': 2041, 'name': 'island'}, {'id': 12616, 'name': 'dinosaur'}]"
12251,"[{'id': 10452, 'name': 'credit card'}, {'id': 10453, 'name': 'con artist'}, {'id': 10454, 'name': 'swindler'}]"
12253,"[{'id': 494, 'name': 'father son relationship'}, {'id': 1872, 'name': 'loss of father'}, {'id': 6951, 'name': 'biker'}, {'id': 9571, 'name': 'motor sport'}, {'id': 10726, 'name': 'gang'}, {'id': 14735, 'name': 'motorcycle'}]"
12255,"[{'id': 627, 'name': 'killing'}, {'id': 2587, 'name': 'married couple'}, {'id': 3725, 'name': 'pregnancy and birth'}, {'id': 5885, 'name': 'childlessness'}]"
12428,[]
12447,"[{'id': 642, 'name': 'robbery'}, {'id': 1657, 'name': 'eastern germany'}, {'id': 3338, 'name': 'invention'}, {'id': 4053, 'name': 'trabant'}, {'id': 6054, 'name': 'friendship'}, {'id': 10183, 'name': 'independent film'}, {'id': 199093, 'name': 'trouble'}]"
12456,"[{'id': 2225, 'name': 'third world'}, {'id': 14530, 'name': 'director'}, {'id': 14629, 'name': 'experimental film'}, {'id': 33490, 'name': 'filmmaking'}, {'id': 33491, 'name': 'part animated'}]"
12480,"[{'id': 236, 'name': 'suicide'}, {'id': 566, 'name': 'sexual identity'}, {'id': 571, 'name': 'transsexuality'}, {'id': 738, 'name': 'sexuality'}, {'id': 1595, 'name': 'ex-girlfriend'}, {'id': 10180, 'name': 'homosexuality'}, {'id': 13132, 'name': 'pistol'}]"
12490,"[{'id': 3246, 'name': 'prosecution'}, {'id': 3882, 'name': 'gang of thieves'}, {'id': 5918, 'name': 'painting'}, {'id': 6168, 'name': 'master thief'}, {'id': 15090, 'name': 'police officer'}, {'id': 18035, 'name': 'family'}, {'id': 34094, 'name': 'extramarital affair'}]"
12500,"[{'id': 526, 'name': 'rebel'}, {'id': 1938, 'name': 'sword'}, {'id': 3593, 'name': 'wilderness'}, {'id': 5600, 'name': 'daughter'}, {'id': 10278, 'name': 'ninja'}, {'id': 13065, 'name': 'soldier'}, {'id': 18448, 'name': 'gaijin'}]"
12517,"[{'id': 293, 'name': 'female nudity'}, {'id': 570, 'name': 'rape'}, {'id': 2483, 'name': 'nudity'}, {'id': 9720, 'name': 'woods'}, {'id': 9887, 'name': 'surrealism'}, {'id': 10292, 'name': 'gore'}, {'id': 161196, 'name': 'farm house'}, {'id': 186466, 'name': 'christmas horror'}, {'id': 207317, 'name': 'christmas'}, {'id': 212406, 'name': 'sadistic horror'}, {'id': 224663, 'name': 'new french extremism'}, {'id': 225943, 'name': 'beastiality'}]"
12519,"[{'id': 293, 'name': 'female nudity'}, {'id': 1499, 'name': 'pastor'}, {'id': 2587, 'name': 'married couple'}, {'id': 3182, 'name': 'seduction'}, {'id': 5918, 'name': 'painting'}, {'id': 6023, 'name': 'drawing and painting'}, {'id': 161216, 'name': 'blasphemy'}]"
12521,"[{'id': 321, 'name': 'terror'}, {'id': 625, 'name': 'sadistic'}, {'id': 703, 'name': 'detective'}, {'id': 2583, 'name': 'blackout'}, {'id': 6259, 'name': 'psychopath'}, {'id': 9826, 'name': 'murder'}, {'id': 10183, 'name': 'independent film'}, {'id': 10292, 'name': 'gore'}, {'id': 11523, 'name': 'capital punishment'}, {'id': 12339, 'name': 'slasher'}, {'id': 14805, 'name': 'maniac'}, {'id': 14819, 'name': 'violence'}, {'id': 14837, 'name': 'rage'}, {'id': 15127, 'name': 'killer'}, {'id': 41594, 'name': 'electricity'}, {'id': 156075, 'name': 'evil'}, {'id': 183953, 'name': 'madman'}, {'id': 199551, 'name': 'insane'}]"
12523,"[{'id': 1621, 'name': 'robber'}, {'id': 2279, 'name': 'bavaria'}]"
12527,"[{'id': 237, 'name': 'gay'}, {'id': 701, 'name': 'cuba'}, {'id': 2679, 'name': 'artist'}, {'id': 3230, 'name': 'male friendship'}, {'id': 9395, 'name': 'havanna'}, {'id': 10180, 'name': 'homosexuality'}, {'id': 11479, 'name': 'social commentary'}, {'id': 12105, 'name': 'student'}]"
12545,"[{'id': 536, 'name': 'israel'}, {'id': 1691, 'name': 'dance'}, {'id': 2974, 'name': 'jesus christ'}, {'id': 3571, 'name': 'crucifixion'}, {'id': 4344, 'name': 'musical'}, {'id': 9593, 'name': 'judas'}, {'id': 155482, 'name': 'rock opera'}]"
12548,"[{'id': 2336, 'name': 'ladykiller'}, {'id': 6054, 'name': 'friendship'}, {'id': 13149, 'name': 'pregnancy'}]"
12574,"[{'id': 6149, 'name': 'police'}, {'id': 9826, 'name': 'murder'}, {'id': 14964, 'name': 'drug'}, {'id': 193309, 'name': 'police shootout'}, {'id': 208013, 'name': 'laundry drying on clothes line'}]"
12577,"[{'id': 9318, 'name': 'rollerskates'}, {'id': 12189, 'name': 'extreme sports'}]"
12590,"[{'id': 236, 'name': 'suicide'}, {'id': 255, 'name': 'male nudity'}, {'id': 269, 'name': 'diving'}, {'id': 339, 'name': 'submarine'}, {'id': 428, 'name': 'nurse'}, {'id': 1956, 'name': 'world war ii'}, {'id': 2483, 'name': 'nudity'}, {'id': 13065, 'name': 'soldier'}, {'id': 13092, 'name': 'corpse'}, {'id': 14601, 'name': 'explosion'}, {'id': 18031, 'name': 'rescue team'}, {'id': 46951, 'name': 'mirror'}, {'id': 158247, 'name': 'underwater scene'}, {'id': 162846, 'name': 'ghost'}, {'id': 200223, 'name': 'depth charge'}]"
12593,"[{'id': 242, 'name': 'new york'}, {'id': 572, 'name': 'sex'}, {'id': 977, 'name': 'cat'}, {'id': 1353, 'name': 'underground'}, {'id': 1817, 'name': 'orgy'}, {'id': 5246, 'name': ""students' movement""}, {'id': 5436, 'name': 'sexual revolution'}, {'id': 5927, 'name': 'violence against women'}, {'id': 6782, 'name': 'addiction'}, {'id': 10209, 'name': 'race riot'}, {'id': 11477, 'name': 'talking animal'}, {'id': 11487, 'name': 'midnight movie'}, {'id': 11500, 'name': 'anthropomorphism'}, {'id': 11528, 'name': 'hallucinogenic drug'}, {'id': 11530, 'name': 'sexual freedom'}, {'id': 11532, 'name': 'grindhouse'}, {'id': 11534, 'name': 'sexual violence'}, {'id': 14964, 'name': 'drug'}, {'id': 161919, 'name': 'adult animation'}]"
